% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0.5	0.75	1	1	1	3	3	126	2	84	0.0119286	0	0.0119286	0.0119286	42	0	42	42	
0.75	1	1	1	1	3	10	420	7	294	0.0185	0.0205415	0.00792857	0.0649286	42	0	42	42	
0.75	1	1	2	2	3	44	1848	40	1680	0.00780357	0.00270979	0.00492857	0.0119286	42	0	42	42	
1	1.25	1	1	1	3	30	1260	32	1344	0.0355223	0.0715739	0.00492857	0.225929	42	0	42	42	
1	1.25	1	2	2	3	70	2940	68	2856	0.00860504	0.00218844	0.00492857	0.0119286	42	0	42	42	
1.25	1.5	1	1	1	3	21	882	20	840	0.0111286	0.00421276	0.00592857	0.0209286	42	0	42	42	
1.25	1.5	1	2	2	3	42	1764	46	1932	0.0285807	0.0433022	0.00492857	0.137929	42	0	42	42	
1.5	1.75	1	1	1	3	1	42	0	0	0	0	0	0	0	0	0	0	
1.5	1.75	1	2	2	3	60	2520	59	2478	0.00891162	0.00232299	0.00492857	0.0119286	42	0	42	42	
1.75	2	1	1	1	3	19	798	21	882	0.0558333	0.102858	0.00592857	0.299929	42	0	42	42	
1.75	2	1	2	2	3	65	2730	65	2730	0.00803626	0.00235931	0.00492857	0.0119286	42	0	42	42	
2	2.25	1	1	1	3	3	126	5	210	0.108729	0.0545133	0.0119286	0.140929	42	0	42	42	
2	2.25	1	2	2	3	90	3780	91	3822	0.00688461	0.00205433	0.00492857	0.0119286	42	0	42	42	
2.25	2.5	1	1	1	3	4	168	1	42	0.0119286	0	0.0119286	0.0119286	42	0	42	42	
2.25	2.5	1	2	2	3	62	2604	64	2688	0.00795982	0.00239688	0.00492857	0.0119286	42	0	42	42	
2.5	2.75	1	1	1	3	6	252	4	168	0.373679	0.134777	0.171929	0.448929	42	0	42	42	
2.5	2.75	1	2	2	3	56	2352	52	2184	0.00906319	0.00240937	0.00492857	0.0119286	42	0	42	42	
2.75	3	1	1	1	3	9	378	12	504	0.0182619	0.0238645	0.00492857	0.0929286	42	0	42	42	
2.75	3	1	2	2	3	22	924	21	882	0.0319286	0.0455577	0.00492857	0.125929	42	0	42	42	
3	3.25	1	1	1	3	6	252	6	252	0.0735952	0.0546833	0.00592857	0.138929	42	0	42	42	
3	3.25	1	2	2	3	65	2730	70	2940	0.0138143	0.0216303	0.00492857	0.0969286	42	0	42	42	
3.25	3.5	1	1	1	3	6	252	5	210	0.0103286	0.00219089	0.00792857	0.0119286	42	0	42	42	
3.25	3.5	1	2	2	3	34	1428	29	1218	0.0181355	0.0261689	0.00592857	0.0959286	42	0	42	42	
3.5	3.75	1	1	1	3	16	672	17	714	0.0636933	0.0843901	0.00492857	0.235929	42	0	42	42	
3.5	3.75	1	2	2	3	52	2184	50	2100	0.0108486	0.00527543	0.00492857	0.0239286	42	0	42	42	
3.75	4	1	1	1	3	23	966	20	840	0.0148786	0.0130927	0.00492857	0.0469286	42	0	42	42	
3.75	4	1	2	2	3	37	1554	44	1848	0.0316558	0.0544458	0.00492857	0.162929	42	0	42	42	
4	4.25	1	1	1	3	30	1260	29	1218	0.0223768	0.0285101	0.00492857	0.0979286	42	0	42	42	
4	4.25	1	2	2	3	67	2814	65	2730	0.00791319	0.00284216	0.00492857	0.0179286	42	0	42	42	
